,Longitude (x),Latitude (y),Station Name,Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Extreme_Weather_Condition
101,-124.9,49.72,0,1953-04-12,10.0,2.2,6.1,0.0,0.0,0.0,Normal
102,-124.9,49.72,0,1953-04-13,10.0,1.1,5.6,0.8,0.0,0.8,Normal
103,-124.9,49.72,0,1953-04-14,11.1,-0.6,5.3,0.0,0.0,0.0,Normal
104,-124.9,49.72,0,1953-04-15,12.2,5.0,8.6,0.0,0.0,0.0,Normal
105,-124.9,49.72,0,1953-04-16,11.7,1.7,6.7,1.0,0.0,1.0,Normal
106,-124.9,49.72,0,1953-04-17,13.3,7.2,10.3,0.0,0.0,0.0,Normal
107,-124.9,49.72,0,1953-04-18,13.9,8.9,11.4,0.0,0.0,0.0,Normal
108,-124.9,49.72,0,1953-04-19,13.3,8.9,11.1,0.5,0.0,0.5,Normal
109,-124.9,49.72,0,1953-04-20,13.3,7.2,10.3,0.0,0.0,0.0,Normal
110,-124.9,49.72,0,1953-04-21,10.6,7.2,8.9,0.8,0.0,0.8,Normal
111,-124.9,49.72,0,1953-04-22,11.7,7.2,9.5,7.9,0.0,7.9,Normal
112,-124.9,49.72,0,1953-04-23,13.3,5.6,9.5,0.0,0.0,0.0,Normal
113,-124.9,49.72,0,1953-04-24,13.3,1.7,7.5,0.3,0.0,0.3,Normal
114,-124.9,49.72,0,1953-04-25,12.2,7.2,9.7,0.8,0.0,0.8,Normal
115,-124.9,49.72,0,1953-04-26,11.1,9.4,10.3,15.2,0.0,15.2,Snow Storm
116,-124.9,49.72,0,1953-04-27,14.4,10.0,12.2,2.0,0.0,2.0,Normal
117,-124.9,49.72,0,1953-04-28,13.3,3.3,8.3,0.0,0.0,0.0,Normal
118,-124.9,49.72,0,1953-04-29,15.0,3.3,9.2,0.0,0.0,0.0,Normal
119,-124.9,49.72,0,1953-04-30,15.0,6.7,10.9,0.3,0.0,0.3,Normal
120,-124.9,49.72,0,1953-05-01,12.8,1.1,7.0,0.0,0.0,0.0,Normal
121,-124.9,49.72,0,1953-05-02,11.1,2.2,6.7,4.1,0.0,4.1,Normal
122,-124.9,49.72,0,1953-05-03,13.9,8.3,11.1,0.5,0.0,0.5,Normal
123,-124.9,49.72,0,1953-05-04,18.9,5.6,12.3,0.0,0.0,0.0,Normal
124,-124.9,49.72,0,1953-05-05,20.0,11.1,15.6,0.0,0.0,0.0,Normal
125,-124.9,49.72,0,1953-05-06,19.4,11.1,15.3,4.6,0.0,4.6,Normal
126,-124.9,49.72,0,1953-05-07,16.1,10.0,13.1,0.8,0.0,0.8,Normal
127,-124.9,49.72,0,1953-05-08,12.8,5.6,9.2,9.1,0.0,9.1,Normal
128,-124.9,49.72,0,1953-05-09,12.2,2.2,7.2,0.0,0.0,0.0,Normal
129,-124.9,49.72,0,1953-05-10,15.0,5.6,10.3,0.0,0.0,0.0,Normal
130,-124.9,49.72,0,1953-05-11,17.2,2.8,10.0,0.0,0.0,0.0,Normal
131,-124.9,49.72,0,1953-05-12,20.6,3.9,12.3,0.0,0.0,0.0,Normal
132,-124.9,49.72,0,1953-05-13,20.0,5.6,12.8,0.0,0.0,0.0,Normal
133,-124.9,49.72,0,1953-05-14,16.7,10.0,13.4,0.0,0.0,0.0,Normal
134,-124.9,49.72,0,1953-05-15,17.8,7.2,12.5,0.0,0.0,0.0,Normal
135,-124.9,49.72,0,1953-05-16,18.3,6.1,12.2,0.0,0.0,0.0,Normal
136,-124.9,49.72,0,1953-05-17,16.7,11.7,14.2,0.3,0.0,0.3,Normal
137,-124.9,49.72,0,1953-05-18,12.8,10.0,11.4,11.2,0.0,11.2,Snow Storm
138,-124.9,49.72,0,1953-05-19,14.4,7.2,10.8,0.3,0.0,0.3,Normal
139,-124.9,49.72,0,1953-05-20,13.3,3.3,8.3,0.0,0.0,0.0,Normal
140,-124.9,49.72,0,1953-05-21,12.2,4.4,8.3,2.0,0.0,2.0,Normal
141,-124.9,49.72,0,1953-05-22,12.2,7.8,10.0,1.3,0.0,1.3,Normal
142,-124.9,49.72,0,1953-05-23,16.7,5.0,10.9,0.0,0.0,0.0,Normal
143,-124.9,49.72,0,1953-05-24,14.4,5.6,10.0,0.8,0.0,0.8,Normal
144,-124.9,49.72,0,1953-05-25,16.1,7.8,12.0,0.0,0.0,0.0,Normal
145,-124.9,49.72,0,1953-05-26,25.0,7.8,16.4,0.0,0.0,0.0,Normal
146,-124.9,49.72,0,1953-05-27,16.7,6.1,11.4,0.0,0.0,0.0,Normal
147,-124.9,49.72,0,1953-05-28,21.1,8.9,15.0,0.0,0.0,0.0,Normal
148,-124.9,49.72,0,1953-05-29,15.6,11.1,13.4,8.6,0.0,8.6,Normal
149,-124.9,49.72,0,1953-05-30,12.2,5.0,8.6,5.3,0.0,5.3,Normal
150,-124.9,49.72,0,1953-05-31,16.7,1.7,9.2,0.0,0.0,0.0,Normal
151,-124.9,49.72,0,1953-06-01,17.8,5.0,11.4,0.0,0.0,0.0,Normal
152,-124.9,49.72,0,1953-06-02,16.1,4.4,10.3,0.0,0.0,0.0,Normal
153,-124.9,49.72,0,1953-06-03,17.8,6.1,12.0,0.0,0.0,0.0,Normal
154,-124.9,49.72,0,1953-06-04,17.8,10.6,14.2,0.0,0.0,0.0,Normal
155,-124.9,49.72,0,1953-06-05,15.6,6.1,10.9,3.3,0.0,3.3,Normal
156,-124.9,49.72,0,1953-06-06,15.0,10.6,12.8,3.3,0.0,3.3,Normal
157,-124.9,49.72,0,1953-06-07,12.8,11.1,12.0,8.4,0.0,8.4,Normal
158,-124.9,49.72,0,1953-06-08,16.1,8.3,12.2,0.0,0.0,0.0,Normal
159,-124.9,49.72,0,1953-06-09,20.0,5.6,12.8,0.0,0.0,0.0,Normal
160,-124.9,49.72,0,1953-06-10,20.0,12.8,16.4,0.0,0.0,0.0,Normal
161,-124.9,49.72,0,1953-06-11,24.4,8.3,16.4,0.5,0.0,0.5,Normal
162,-124.9,49.72,0,1953-06-12,21.1,13.3,17.2,0.0,0.0,0.0,Normal
163,-124.9,49.72,0,1953-06-13,21.1,10.0,15.6,0.0,0.0,0.0,Normal
164,-124.9,49.72,0,1953-06-14,16.7,11.7,14.2,5.1,0.0,5.1,Normal
165,-124.9,49.72,0,1953-06-15,20.0,10.0,15.0,0.0,0.0,0.0,Normal
166,-124.9,49.72,0,1953-06-16,21.1,10.6,15.9,0.0,0.0,0.0,Normal
167,-124.9,49.72,0,1953-06-17,17.2,9.4,13.3,0.0,0.0,0.0,Normal
168,-124.9,49.72,0,1953-06-18,13.9,7.8,10.9,0.8,0.0,0.8,Normal
169,-124.9,49.72,0,1953-06-19,17.2,8.3,12.8,1.0,0.0,1.0,Normal
170,-124.9,49.72,0,1953-06-20,15.6,8.9,12.3,0.3,0.0,0.3,Normal
171,-124.9,49.72,0,1953-06-21,16.7,9.4,13.1,0.0,0.0,0.0,Normal
172,-124.9,49.72,0,1953-06-22,16.7,7.8,12.3,0.0,0.0,0.0,Normal
173,-124.9,49.72,0,1953-06-23,15.6,8.9,12.3,0.3,0.0,0.3,Normal
174,-124.9,49.72,0,1953-06-24,18.3,12.2,15.3,0.0,0.0,0.0,Normal
175,-124.9,49.72,0,1953-06-25,18.9,12.2,15.6,0.5,0.0,0.5,Normal
176,-124.9,49.72,0,1953-06-26,17.2,12.2,14.7,0.0,0.0,0.0,Normal
177,-124.9,49.72,0,1953-06-27,16.7,11.1,13.9,0.5,0.0,0.5,Normal
178,-124.9,49.72,0,1953-06-28,18.9,11.7,15.3,1.3,0.0,1.3,Normal
179,-124.9,49.72,0,1953-06-29,18.3,12.2,15.3,0.0,0.0,0.0,Normal
180,-124.9,49.72,0,1953-06-30,18.9,8.9,13.9,0.0,0.0,0.0,Normal
181,-124.9,49.72,0,1953-07-01,18.3,7.8,13.1,0.0,0.0,0.0,Normal
182,-124.9,49.72,0,1953-07-02,21.7,10.0,15.9,0.0,0.0,0.0,Normal
183,-124.9,49.72,0,1953-07-03,21.1,10.0,15.6,0.0,0.0,0.0,Normal
184,-124.9,49.72,0,1953-07-04,23.9,13.9,18.9,0.0,0.0,0.0,Normal
185,-124.9,49.72,0,1953-07-05,27.8,9.4,18.6,0.0,0.0,0.0,Normal
186,-124.9,49.72,0,1953-07-06,28.3,13.3,20.8,0.0,0.0,0.0,Normal
187,-124.9,49.72,0,1953-07-07,29.4,11.1,20.3,0.0,0.0,0.0,Normal
188,-124.9,49.72,0,1953-07-08,18.9,16.1,17.5,8.6,0.0,8.6,Normal
189,-124.9,49.72,0,1953-07-09,22.8,15.6,19.2,0.0,0.0,0.0,Normal
190,-124.9,49.72,0,1953-07-10,25.0,12.8,18.9,0.0,0.0,0.0,Normal
191,-124.9,49.72,0,1953-07-11,25.6,15.0,20.3,0.0,0.0,0.0,Normal
192,-124.9,49.72,0,1953-07-12,20.0,15.0,17.5,1.3,0.0,1.3,Normal
193,-124.9,49.72,0,1953-07-13,17.2,14.4,15.8,3.3,0.0,3.3,Normal
194,-124.9,49.72,0,1953-07-14,16.7,9.4,13.1,4.1,0.0,4.1,Normal
195,-124.9,49.72,0,1953-07-15,20.6,11.7,16.2,0.0,0.0,0.0,Normal
196,-124.9,49.72,0,1953-07-16,25.0,11.1,18.1,0.0,0.0,0.0,Normal
197,-124.9,49.72,0,1953-07-17,21.7,11.7,16.7,0.0,0.0,0.0,Normal
198,-124.9,49.72,0,1953-07-18,18.9,12.8,15.9,0.0,0.0,0.0,Normal
199,-124.9,49.72,0,1953-07-19,21.1,10.0,15.6,0.0,0.0,0.0,Normal
200,-124.9,49.72,0,1953-07-20,22.2,9.4,15.8,0.0,0.0,0.0,Normal
201,-124.9,49.72,0,1953-07-21,23.3,10.6,17.0,0.0,0.0,0.0,Normal
202,-124.9,49.72,0,1953-07-22,21.1,11.7,16.4,0.0,0.0,0.0,Normal
203,-124.9,49.72,0,1953-07-23,22.2,10.0,16.1,0.0,0.0,0.0,Normal
204,-124.9,49.72,0,1953-07-24,22.2,11.1,16.7,0.0,0.0,0.0,Normal
205,-124.9,49.72,0,1953-07-25,18.9,11.1,15.0,0.5,0.0,0.5,Normal
206,-124.9,49.72,0,1953-07-26,20.6,12.2,16.4,0.0,0.0,0.0,Normal
207,-124.9,49.72,0,1953-07-27,22.2,11.1,16.7,0.0,0.0,0.0,Normal
208,-124.9,49.72,0,1953-07-28,25.0,11.7,18.4,0.0,0.0,0.0,Normal
209,-124.9,49.72,0,1953-07-29,22.2,11.1,16.7,0.0,0.0,0.0,Normal
210,-124.9,49.72,0,1953-07-30,20.0,12.8,16.4,3.0,0.0,3.0,Normal
211,-124.9,49.72,0,1953-07-31,21.1,10.6,15.9,0.0,0.0,0.0,Normal
212,-124.9,49.72,0,1953-08-01,23.9,11.1,17.5,0.0,0.0,0.0,Normal
213,-124.9,49.72,0,1953-08-02,23.9,12.2,18.1,0.0,0.0,0.0,Normal
214,-124.9,49.72,0,1953-08-03,22.8,10.6,16.7,0.8,0.0,0.8,Normal
215,-124.9,49.72,0,1953-08-04,17.2,15.6,16.4,3.0,0.0,3.0,Normal
216,-124.9,49.72,0,1953-08-05,22.2,10.6,16.4,0.0,0.0,0.0,Normal
217,-124.9,49.72,0,1953-08-06,23.3,14.4,18.9,12.2,0.0,12.2,Snow Storm
218,-124.9,49.72,0,1953-08-07,21.7,16.1,18.9,5.8,0.0,5.8,Normal
219,-124.9,49.72,0,1953-08-08,21.7,15.0,18.4,6.6,0.0,6.6,Normal
220,-124.9,49.72,0,1953-08-09,22.8,12.2,17.5,0.0,0.0,0.0,Normal
221,-124.9,49.72,0,1953-08-10,24.4,10.6,17.5,0.0,0.0,0.0,Normal
222,-124.9,49.72,0,1953-08-11,25.0,12.8,18.9,0.0,0.0,0.0,Normal
223,-124.9,49.72,0,1953-08-12,23.3,10.6,17.0,0.0,0.0,0.0,Normal
224,-124.9,49.72,0,1953-08-13,25.6,10.0,17.8,0.0,0.0,0.0,Normal
225,-124.9,49.72,0,1953-08-14,27.2,10.6,18.9,0.0,0.0,0.0,Normal
226,-124.9,49.72,0,1953-08-15,23.3,13.9,18.6,0.5,0.0,0.5,Normal
227,-124.9,49.72,0,1953-08-16,19.4,16.1,17.8,0.0,0.0,0.0,Normal
228,-124.9,49.72,0,1953-08-17,20.0,15.6,17.8,0.5,0.0,0.5,Normal
229,-124.9,49.72,0,1953-08-18,19.4,13.9,16.7,2.5,0.0,2.5,Normal
230,-124.9,49.72,0,1953-08-19,15.6,13.9,14.8,16.3,0.0,16.3,Snow Storm
231,-124.9,49.72,0,1953-08-20,17.8,13.9,15.9,10.7,0.0,10.7,Snow Storm
232,-124.9,49.72,0,1953-08-21,17.2,10.6,13.9,0.8,0.0,0.8,Normal
233,-124.9,49.72,0,1953-08-22,15.6,13.9,14.8,6.9,0.0,6.9,Normal
234,-124.9,49.72,0,1953-08-23,19.4,13.3,16.4,0.0,0.0,0.0,Normal
235,-124.9,49.72,0,1953-08-24,16.7,11.1,13.9,2.5,0.0,2.5,Normal
236,-124.9,49.72,0,1953-08-25,17.8,12.2,15.0,3.6,0.0,3.6,Normal
237,-124.9,49.72,0,1953-08-26,21.1,10.6,15.9,0.0,0.0,0.0,Normal
238,-124.9,49.72,0,1953-08-27,20.0,10.6,15.3,0.8,0.0,0.8,Normal
239,-124.9,49.72,0,1953-08-28,19.4,12.8,16.1,0.0,0.0,0.0,Normal
240,-124.9,49.72,0,1953-08-29,21.1,10.0,15.6,0.0,0.0,0.0,Normal
241,-124.9,49.72,0,1953-08-30,19.4,13.3,16.4,0.0,0.0,0.0,Normal
242,-124.9,49.72,0,1953-08-31,22.2,14.4,18.3,0.0,0.0,0.0,Normal
243,-124.9,49.72,0,1953-09-01,21.1,13.3,17.2,0.0,0.0,0.0,Normal
244,-124.9,49.72,0,1953-09-02,21.1,10.6,15.9,0.0,0.0,0.0,Normal
245,-124.9,49.72,0,1953-09-03,24.4,8.9,16.7,0.0,0.0,0.0,Normal
246,-124.9,49.72,0,1953-09-04,25.6,8.9,17.3,0.0,0.0,0.0,Normal
247,-124.9,49.72,0,1953-09-05,24.4,8.9,16.7,0.0,0.0,0.0,Normal
248,-124.9,49.72,0,1953-09-06,21.1,9.4,15.3,1.3,0.0,1.3,Normal
249,-124.9,49.72,0,1953-09-07,20.0,13.3,16.7,0.0,0.0,0.0,Normal
250,-124.9,49.72,0,1953-09-08,20.6,10.0,15.3,0.0,0.0,0.0,Normal
251,-124.9,49.72,0,1953-09-09,22.8,12.2,17.5,0.0,0.0,0.0,Normal
252,-124.9,49.72,0,1953-09-10,22.8,7.8,15.3,0.0,0.0,0.0,Normal
253,-124.9,49.72,0,1953-09-11,20.0,6.7,13.4,2.8,0.0,2.8,Normal
254,-124.9,49.72,0,1953-09-12,22.8,13.3,18.1,0.0,0.0,0.0,Normal
255,-124.9,49.72,0,1953-09-13,20.6,10.0,15.3,0.0,0.0,0.0,Normal
256,-124.9,49.72,0,1953-09-14,22.2,8.3,15.3,0.0,0.0,0.0,Normal
257,-124.9,49.72,0,1953-09-15,20.6,5.0,12.8,0.0,0.0,0.0,Normal
258,-124.9,49.72,0,1953-09-16,18.9,10.0,14.5,0.0,0.0,0.0,Normal
259,-124.9,49.72,0,1953-09-17,15.6,7.2,11.4,0.3,0.0,0.3,Normal
260,-124.9,49.72,0,1953-09-18,16.1,12.2,14.2,1.0,0.0,1.0,Normal
261,-124.9,49.72,0,1953-09-19,17.8,10.6,14.2,0.0,0.0,0.0,Normal
262,-124.9,49.72,0,1953-09-20,17.8,6.1,12.0,0.0,0.0,0.0,Normal
263,-124.9,49.72,0,1953-09-21,18.9,5.0,12.0,0.0,0.0,0.0,Normal
264,-124.9,49.72,0,1953-09-22,15.6,7.2,11.4,0.0,0.0,0.0,Normal
265,-124.9,49.72,0,1953-09-23,16.7,8.3,12.5,0.0,0.0,0.0,Normal
266,-124.9,49.72,0,1953-09-24,13.9,3.9,8.9,0.0,0.0,0.0,Normal
267,-124.9,49.72,0,1953-09-25,15.6,5.0,10.3,4.8,0.0,4.8,Normal
268,-124.9,49.72,0,1953-09-26,13.9,10.6,12.3,0.0,0.0,0.0,Normal
269,-124.9,49.72,0,1953-09-27,12.8,7.8,10.3,22.6,0.0,22.6,Snow Storm
