,Longitude (x),Latitude (y),Station Name,Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Extreme_Weather_Condition
89,-137.58,60.77,0,1960-03-30,-4.4,-20.6,-12.5,0.0,0.0,0.0,Normal
90,-137.58,60.77,0,1960-03-31,-1.7,-23.9,-12.8,0.0,0.0,0.0,Normal
91,-137.58,60.77,0,1960-04-01,2.8,-20.6,-8.9,0.0,0.0,0.0,Normal
92,-137.58,60.77,0,1960-04-02,3.3,-10.6,-3.7,0.0,0.0,0.0,Normal
93,-137.58,60.77,0,1960-04-03,5.6,-10.0,-2.2,0.0,0.0,0.0,Normal
94,-137.58,60.77,0,1960-04-04,3.3,-11.1,-3.9,0.0,0.0,0.0,Normal
95,-137.58,60.77,0,1960-04-05,2.2,-6.1,-2.0,0.0,0.0,0.0,Normal
96,-137.58,60.77,0,1960-04-06,4.4,-5.6,-0.6,0.0,0.0,0.0,Normal
97,-137.58,60.77,0,1960-04-07,6.7,-9.4,-1.4,0.0,0.0,0.0,Normal
98,-137.58,60.77,0,1960-04-08,6.1,-0.6,2.8,0.0,0.0,0.0,Normal
99,-137.58,60.77,0,1960-04-09,2.8,-14.4,-5.8,0.0,0.0,0.0,Normal
100,-137.58,60.77,0,1960-04-10,2.8,-13.9,-5.6,0.0,0.0,0.0,Normal
101,-137.58,60.77,0,1960-04-11,3.3,-14.4,-5.6,0.0,0.0,0.0,Normal
102,-137.58,60.77,0,1960-04-12,5.6,-11.1,-2.8,0.0,0.0,0.0,Normal
103,-137.58,60.77,0,1960-04-13,5.0,-10.6,-2.8,0.0,0.0,0.0,Normal
104,-137.58,60.77,0,1960-04-14,5.6,-5.0,0.3,0.0,0.0,0.0,Normal
105,-137.58,60.77,0,1960-04-15,3.3,-11.1,-3.9,0.0,0.0,0.0,Normal
106,-137.58,60.77,0,1960-04-16,2.2,-11.7,-4.8,0.0,0.0,0.0,Normal
107,-137.58,60.77,0,1960-04-17,3.3,-13.9,-5.3,0.0,0.0,0.0,Normal
108,-137.58,60.77,0,1960-04-18,4.4,-12.8,-4.2,0.0,0.0,0.0,Normal
109,-137.58,60.77,0,1960-04-19,3.9,-4.4,-0.3,0.0,0.0,0.0,Normal
110,-137.58,60.77,0,1960-04-20,7.2,-10.0,-1.4,0.0,0.0,0.0,Normal
111,-137.58,60.77,0,1960-04-21,7.2,-5.6,0.8,0.0,0.0,0.0,Normal
112,-137.58,60.77,0,1960-04-22,3.9,-8.3,-2.2,0.0,0.0,0.0,Normal
113,-137.58,60.77,0,1960-04-23,12.2,-6.7,2.8,0.0,0.0,0.0,Normal
114,-137.58,60.77,0,1960-04-24,14.4,-4.4,5.0,0.0,0.0,0.0,Normal
115,-137.58,60.77,0,1960-04-25,11.7,-1.1,5.3,0.0,0.0,0.0,Normal
116,-137.58,60.77,0,1960-04-26,12.8,-5.0,3.9,0.0,0.0,0.0,Normal
117,-137.58,60.77,0,1960-04-27,12.8,-4.4,4.2,0.0,0.0,0.0,Normal
118,-137.58,60.77,0,1960-04-28,13.3,-6.1,3.6,0.0,0.0,0.0,Normal
119,-137.58,60.77,0,1960-04-29,15.0,-4.4,5.3,0.0,0.0,0.0,Normal
120,-137.58,60.77,0,1960-04-30,16.1,-3.9,6.1,0.0,0.0,0.0,Normal
121,-137.58,60.77,0,1960-05-01,13.3,-3.9,4.7,0.0,0.0,0.0,Normal
122,-137.58,60.77,0,1960-05-02,15.6,-3.9,5.9,0.0,0.0,0.0,Normal
123,-137.58,60.77,0,1960-05-03,16.7,-2.8,7.0,0.0,0.0,0.0,Normal
124,-137.58,60.77,0,1960-05-04,15.6,-4.4,5.6,0.0,0.0,0.0,Normal
125,-137.58,60.77,0,1960-05-05,16.7,-3.3,6.7,0.0,0.0,0.0,Normal
126,-137.58,60.77,0,1960-05-06,13.9,-2.8,5.6,0.0,0.0,0.0,Normal
127,-137.58,60.77,0,1960-05-07,12.8,-2.8,5.0,1.8,0.0,1.8,Normal
128,-137.58,60.77,0,1960-05-08,10.6,1.7,6.2,6.6,0.0,6.6,Normal
129,-137.58,60.77,0,1960-05-09,12.2,0.6,6.4,0.0,0.0,0.0,Normal
130,-137.58,60.77,0,1960-05-10,11.7,-5.0,3.4,0.0,0.0,0.0,Normal
131,-137.58,60.77,0,1960-05-11,11.1,-1.1,5.0,0.0,0.0,0.0,Normal
132,-137.58,60.77,0,1960-05-12,13.9,-2.8,5.6,0.0,0.0,0.0,Normal
133,-137.58,60.77,0,1960-05-13,15.6,-3.3,6.2,0.0,0.0,0.0,Normal
134,-137.58,60.77,0,1960-05-14,14.4,-3.3,5.6,0.0,0.0,0.0,Normal
135,-137.58,60.77,0,1960-05-15,13.3,-0.6,6.4,0.0,0.0,0.0,Normal
136,-137.58,60.77,0,1960-05-16,14.4,-4.4,5.0,0.0,0.0,0.0,Normal
137,-137.58,60.77,0,1960-05-17,16.1,-3.3,6.4,0.0,0.0,0.0,Normal
138,-137.58,60.77,0,1960-05-18,11.7,2.8,7.3,0.0,0.0,0.0,Normal
139,-137.58,60.77,0,1960-05-19,14.4,-5.6,4.4,0.0,0.0,0.0,Normal
140,-137.58,60.77,0,1960-05-20,11.7,4.4,8.1,0.0,0.0,0.0,Normal
141,-137.58,60.77,0,1960-05-21,14.4,6.1,10.3,0.0,0.0,0.0,Normal
142,-137.58,60.77,0,1960-05-22,20.0,-2.8,8.6,0.0,0.0,0.0,Normal
143,-137.58,60.77,0,1960-05-23,22.8,-1.7,10.6,0.0,0.0,0.0,Normal
144,-137.58,60.77,0,1960-05-24,26.7,5.0,15.9,0.0,0.0,0.0,Normal
145,-137.58,60.77,0,1960-05-25,18.9,6.7,12.8,5.6,0.0,5.6,Normal
146,-137.58,60.77,0,1960-05-26,12.2,0.6,6.4,0.0,0.0,0.0,Normal
147,-137.58,60.77,0,1960-05-27,15.6,-2.8,6.4,0.0,0.0,0.0,Normal
148,-137.58,60.77,0,1960-05-28,15.6,-2.2,6.7,0.0,0.0,0.0,Normal
149,-137.58,60.77,0,1960-05-29,13.9,-2.8,5.6,0.0,0.0,0.0,Normal
150,-137.58,60.77,0,1960-05-30,12.8,-4.4,4.2,0.0,0.0,0.0,Normal
151,-137.58,60.77,0,1960-05-31,11.1,-5.6,2.8,0.0,0.0,0.0,Normal
152,-137.58,60.77,0,1960-06-01,11.7,-3.9,3.9,0.0,0.0,0.0,Normal
153,-137.58,60.77,0,1960-06-02,13.3,2.8,8.1,4.3,0.0,4.3,Normal
154,-137.58,60.77,0,1960-06-03,14.4,2.8,8.6,1.8,0.0,1.8,Normal
155,-137.58,60.77,0,1960-06-04,11.7,3.3,7.5,4.6,0.0,4.6,Normal
156,-137.58,60.77,0,1960-06-05,12.8,5.0,8.9,2.5,0.0,2.5,Normal
157,-137.58,60.77,0,1960-06-06,16.7,5.0,10.9,0.0,0.0,0.0,Normal
158,-137.58,60.77,0,1960-06-07,14.4,-0.6,6.9,0.0,0.0,0.0,Normal
159,-137.58,60.77,0,1960-06-08,14.4,-2.8,5.8,0.0,0.0,0.0,Normal
160,-137.58,60.77,0,1960-06-09,16.1,-2.8,6.7,0.0,0.0,0.0,Normal
161,-137.58,60.77,0,1960-06-10,16.7,-1.7,7.5,0.0,0.0,0.0,Normal
162,-137.58,60.77,0,1960-06-11,12.8,-0.6,6.1,0.0,0.0,0.0,Normal
163,-137.58,60.77,0,1960-06-12,16.1,-3.3,6.4,0.0,0.0,0.0,Normal
164,-137.58,60.77,0,1960-06-13,15.6,4.4,10.0,0.0,0.0,0.0,Normal
165,-137.58,60.77,0,1960-06-14,17.2,4.4,10.8,0.0,0.0,0.0,Normal
166,-137.58,60.77,0,1960-06-15,17.2,-1.1,8.1,3.6,0.0,3.6,Normal
167,-137.58,60.77,0,1960-06-16,16.1,5.0,10.6,5.1,0.0,5.1,Normal
168,-137.58,60.77,0,1960-06-17,13.9,5.0,9.5,0.5,0.0,0.5,Normal
169,-137.58,60.77,0,1960-06-18,16.7,5.0,10.9,0.5,0.0,0.5,Normal
170,-137.58,60.77,0,1960-06-19,18.3,6.7,12.5,0.0,0.0,0.0,Normal
171,-137.58,60.77,0,1960-06-20,17.8,-0.6,8.6,0.0,0.0,0.0,Normal
172,-137.58,60.77,0,1960-06-21,15.6,5.0,10.3,0.0,0.0,0.0,Normal
173,-137.58,60.77,0,1960-06-22,16.1,5.0,10.6,2.0,0.0,2.0,Normal
174,-137.58,60.77,0,1960-06-23,20.6,7.2,13.9,0.0,0.0,0.0,Normal
175,-137.58,60.77,0,1960-06-24,22.2,3.3,12.8,0.0,0.0,0.0,Normal
176,-137.58,60.77,0,1960-06-25,20.6,2.2,11.4,0.0,0.0,0.0,Normal
177,-137.58,60.77,0,1960-06-26,20.6,5.6,13.1,0.3,0.0,0.3,Normal
178,-137.58,60.77,0,1960-06-27,21.7,9.4,15.6,0.0,0.0,0.0,Normal
179,-137.58,60.77,0,1960-06-28,17.8,3.3,10.6,0.0,0.0,0.0,Normal
180,-137.58,60.77,0,1960-06-29,17.2,7.8,12.5,0.0,0.0,0.0,Normal
181,-137.58,60.77,0,1960-06-30,17.2,1.7,9.5,0.0,0.0,0.0,Normal
182,-137.58,60.77,0,1960-07-01,16.7,3.3,10.0,0.0,0.0,0.0,Normal
183,-137.58,60.77,0,1960-07-02,17.2,-2.2,7.5,0.0,0.0,0.0,Normal
184,-137.58,60.77,0,1960-07-03,15.6,6.1,10.9,0.0,0.0,0.0,Normal
185,-137.58,60.77,0,1960-07-04,16.1,7.8,12.0,0.0,0.0,0.0,Normal
186,-137.58,60.77,0,1960-07-05,16.1,-2.2,7.0,0.0,0.0,0.0,Normal
187,-137.58,60.77,0,1960-07-06,16.1,-1.7,7.2,2.5,0.0,2.5,Normal
188,-137.58,60.77,0,1960-07-07,13.9,3.3,8.6,0.5,0.0,0.5,Normal
189,-137.58,60.77,0,1960-07-08,16.1,0.0,8.1,0.0,0.0,0.0,Normal
190,-137.58,60.77,0,1960-07-09,16.1,5.6,10.9,2.0,0.0,2.0,Normal
191,-137.58,60.77,0,1960-07-10,20.0,7.2,13.6,0.0,0.0,0.0,Normal
192,-137.58,60.77,0,1960-07-11,22.2,11.7,17.0,0.0,0.0,0.0,Normal
193,-137.58,60.77,0,1960-07-12,21.7,1.7,11.7,0.0,0.0,0.0,Normal
194,-137.58,60.77,0,1960-07-13,22.2,8.9,15.6,11.4,0.0,11.4,Normal
195,-137.58,60.77,0,1960-07-14,15.6,8.3,12.0,0.0,0.0,0.0,Normal
196,-137.58,60.77,0,1960-07-15,18.9,-1.1,8.9,0.0,0.0,0.0,Normal
197,-137.58,60.77,0,1960-07-16,20.0,5.0,12.5,0.0,0.0,0.0,Normal
198,-137.58,60.77,0,1960-07-17,17.2,6.7,12.0,0.0,0.0,0.0,Normal
199,-137.58,60.77,0,1960-07-18,16.7,0.6,8.7,3.3,0.0,3.3,Normal
200,-137.58,60.77,0,1960-07-19,13.9,6.1,10.0,7.6,0.0,7.6,Normal
201,-137.58,60.77,0,1960-07-20,20.6,6.7,13.7,9.1,0.0,9.1,Normal
202,-137.58,60.77,0,1960-07-21,17.2,9.4,13.3,1.3,0.0,1.3,Normal
203,-137.58,60.77,0,1960-07-22,20.0,7.8,13.9,0.0,0.0,0.0,Normal
204,-137.58,60.77,0,1960-07-23,16.7,6.1,11.4,0.0,0.0,0.0,Normal
205,-137.58,60.77,0,1960-07-24,16.1,1.1,8.6,0.0,0.0,0.0,Normal
206,-137.58,60.77,0,1960-07-25,19.4,6.7,13.1,0.0,0.0,0.0,Normal
207,-137.58,60.77,0,1960-07-26,17.8,9.4,13.6,0.0,0.0,0.0,Normal
208,-137.58,60.77,0,1960-07-27,17.2,5.0,11.1,0.0,0.0,0.0,Normal
209,-137.58,60.77,0,1960-07-28,20.6,2.8,11.7,0.0,0.0,0.0,Normal
210,-137.58,60.77,0,1960-07-29,21.7,13.3,17.5,0.0,0.0,0.0,Normal
211,-137.58,60.77,0,1960-07-30,17.2,5.0,11.1,0.0,0.0,0.0,Normal
212,-137.58,60.77,0,1960-07-31,18.9,7.8,13.4,0.0,0.0,0.0,Normal
213,-137.58,60.77,0,1960-08-01,16.1,-1.1,7.5,0.0,0.0,0.0,Normal
214,-137.58,60.77,0,1960-08-02,15.6,10.0,12.8,0.0,0.0,0.0,Normal
215,-137.58,60.77,0,1960-08-03,16.7,1.7,9.2,0.0,0.0,0.0,Normal
