Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-61.38,66.65,CAPE DYER,2400650,2015-05-19,2015,5,19,,-8.8,,-11.6,,-10.2,,28.2,,0.0,,,M,,M,,M,,,1.0,,44,
-61.38,66.65,CAPE DYER,2400650,2015-05-20,2015,5,20,,-9.0,,-11.6,,-10.3,,28.3,,0.0,,,M,,M,,M,,,31.0,,39,
-61.38,66.65,CAPE DYER,2400650,2015-05-21,2015,5,21,,-7.0,,-11.9,,-9.5,,27.5,,0.0,,,M,,M,,M,,,35.0,,33,
-61.38,66.65,CAPE DYER,2400650,2015-05-22,2015,5,22,,-8.0,,-12.2,,-10.1,,28.1,,0.0,,,M,,M,,M,,,34.0,,33,
-61.38,66.65,CAPE DYER,2400650,2015-05-23,2015,5,23,,-7.2,,-11.6,,-9.4,,27.4,,0.0,,,M,,M,,M,,,20.0,,54,
-61.38,66.65,CAPE DYER,2400650,2015-05-24,2015,5,24,,-4.9,,-7.3,,-6.1,,24.1,,0.0,,,M,,M,,M,,,22.0,,35,
-61.38,66.65,CAPE DYER,2400650,2015-05-25,2015,5,25,,-5.6,,-8.9,,-7.3,,25.3,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-05-26,2015,5,26,,-5.4,,-8.9,,-7.2,,25.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-05-27,2015,5,27,,-4.8,,-9.1,,-7.0,,25.0,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-05-28,2015,5,28,,-7.3,,-9.7,,-8.5,,26.5,,0.0,,,M,,M,,M,,,33.0,,76,
-61.38,66.65,CAPE DYER,2400650,2015-05-29,2015,5,29,,-7.9,,-10.1,,-9.0,,27.0,,0.0,,,M,,M,,M,,,34.0,,82,
-61.38,66.65,CAPE DYER,2400650,2015-05-30,2015,5,30,,-5.3,,-9.4,,-7.4,,25.4,,0.0,,,M,,M,,M,,,32.0,,33,
-61.38,66.65,CAPE DYER,2400650,2015-05-31,2015,5,31,,-4.0,,-9.3,,-6.7,,24.7,,0.0,,,M,,M,,M,,,1.0,,41,
-61.38,66.65,CAPE DYER,2400650,2015-06-01,2015,6,1,,-3.9,,-8.9,,-6.4,,24.4,,0.0,,,M,,M,,M,,,1.0,,43,
-61.38,66.65,CAPE DYER,2400650,2015-06-02,2015,6,2,,-5.0,,-8.5,,-6.8,,24.8,,0.0,,,M,,M,,M,,,35.0,,44,
-61.38,66.65,CAPE DYER,2400650,2015-06-05,2015,6,5,,-6.6,,-8.5,,-7.5,,25.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-06-06,2015,6,6,,-4.8,,-8.2,,-6.5,,24.5,,0.0,,,M,,M,,M,,,1.0,,44,
-61.38,66.65,CAPE DYER,2400650,2015-06-07,2015,6,7,,-0.9,,-5.3,,-3.1,,21.1,,0.0,,,M,,M,,M,,,1.0,,37,
-61.38,66.65,CAPE DYER,2400650,2015-06-08,2015,6,8,,1.7,,-4.9,,-1.6,,19.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-06-09,2015,6,9,,1.0,,-4.8,,-1.9,,19.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-06-10,2015,6,10,,-0.7,,-4.4,,-2.6,,20.6,,0.0,,,M,,M,,M,,,33.0,,32,
-61.38,66.65,CAPE DYER,2400650,2015-06-11,2015,6,11,,-0.4,,-8.4,,-4.4,,22.4,,0.0,,,M,,M,,M,,,33.0,,50,
-61.38,66.65,CAPE DYER,2400650,2015-06-12,2015,6,12,,-1.2,,-8.4,,-4.8,,22.8,,0.0,,,M,,M,,M,,,34.0,,54,
-61.38,66.65,CAPE DYER,2400650,2015-06-13,2015,6,13,,1.9,,-3.7,,-0.9,,18.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-06-14,2015,6,14,,3.5,,-3.5,,0.0,,18.0,,0.0,,,M,,M,,M,,,36.0,,37,
-61.38,66.65,CAPE DYER,2400650,2015-06-15,2015,6,15,,-2.0,,-4.9,,-3.5,,21.5,,0.0,,,M,,M,,M,,,34.0,,57,
-61.38,66.65,CAPE DYER,2400650,2015-06-16,2015,6,16,,-1.3,,-6.5,,-3.9,,21.9,,0.0,,,M,,M,,M,,,35.0,,56,
-61.38,66.65,CAPE DYER,2400650,2015-06-17,2015,6,17,,-2.2,,-6.3,,-4.3,,22.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-06-18,2015,6,18,,0.0,,-4.3,,-2.2,,20.2,,0.0,,,M,,M,,M,,,35.0,,37,
-61.38,66.65,CAPE DYER,2400650,2015-06-19,2015,6,19,,-0.6,,-4.7,,-2.7,,20.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-06-20,2015,6,20,,-1.7,,-5.1,,-3.4,,21.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-06-21,2015,6,21,,-2.0,,-3.6,,-2.8,,20.8,,0.0,,,M,,M,,M,,,18.0,,78,
-61.38,66.65,CAPE DYER,2400650,2015-06-22,2015,6,22,,-1.7,,-3.6,,-2.7,,20.7,,0.0,,,M,,M,,M,,,21.0,,61,
-61.38,66.65,CAPE DYER,2400650,2015-06-23,2015,6,23,,0.5,,-3.9,,-1.7,,19.7,,0.0,,,M,,M,,M,,,20.0,,61,
-61.38,66.65,CAPE DYER,2400650,2015-06-24,2015,6,24,,6.4,,-0.7,,2.9,,15.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-06-25,2015,6,25,,7.7,,2.1,,4.9,,13.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-06-26,2015,6,26,,11.2,,6.3,,8.8,,9.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-06-27,2015,6,27,,7.1,,0.9,,4.0,,14.0,,0.0,,,M,,M,,M,,,19.0,,44,
-61.38,66.65,CAPE DYER,2400650,2015-06-28,2015,6,28,,2.5,,-0.9,,0.8,,17.2,,0.0,,,M,,M,,M,,,17.0,,46,
-61.38,66.65,CAPE DYER,2400650,2015-06-29,2015,6,29,,2.2,,-0.5,,0.9,,17.1,,0.0,,,M,,M,,M,,,17.0,,35,
-61.38,66.65,CAPE DYER,2400650,2015-06-30,2015,6,30,,6.8,,0.2,,3.5,,14.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-01,2015,7,1,,7.9,,3.1,,5.5,,12.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-02,2015,7,2,,5.8,,1.7,,3.8,,14.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-03,2015,7,3,,4.6,,1.7,,3.2,,14.8,,0.0,,,M,,M,,M,,,20.0,,56,
-61.38,66.65,CAPE DYER,2400650,2015-07-04,2015,7,4,,8.5,,3.9,,6.2,,11.8,,0.0,,,M,,M,,M,,,21.0,,52,
-61.38,66.65,CAPE DYER,2400650,2015-07-05,2015,7,5,,5.3,,2.6,,4.0,,14.0,,0.0,,,M,,M,,M,,,22.0,,48,
-61.38,66.65,CAPE DYER,2400650,2015-07-06,2015,7,6,,5.4,,2.3,,3.9,,14.1,,0.0,,,M,,M,,M,,,22.0,,54,
-61.38,66.65,CAPE DYER,2400650,2015-07-07,2015,7,7,,3.5,,-0.9,,1.3,,16.7,,0.0,,,M,,M,,M,,,18.0,,70,
-61.38,66.65,CAPE DYER,2400650,2015-07-08,2015,7,8,,2.7,,-1.9,,0.4,,17.6,,0.0,,,M,,M,,M,,,20.0,,78,
-61.38,66.65,CAPE DYER,2400650,2015-07-09,2015,7,9,,6.5,,1.5,,4.0,,14.0,,0.0,,,M,,M,,M,,,19.0,,54,
-61.38,66.65,CAPE DYER,2400650,2015-07-10,2015,7,10,,11.7,,4.8,,8.3,,9.7,,0.0,,,M,,M,,M,,,22.0,,39,
-61.38,66.65,CAPE DYER,2400650,2015-07-11,2015,7,11,,10.3,,5.6,,8.0,,10.0,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-12,2015,7,12,,7.5,,0.3,,3.9,,14.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-13,2015,7,13,,0.5,,-1.0,,-0.3,,18.3,,0.0,,,M,,M,,M,,,21.0,,57,
-61.38,66.65,CAPE DYER,2400650,2015-07-14,2015,7,14,,1.3,,-1.0,,0.2,,17.8,,0.0,,,M,,M,,M,,,21.0,,61,
-61.38,66.65,CAPE DYER,2400650,2015-07-15,2015,7,15,,5.2,,0.4,,2.8,,15.2,,0.0,,,M,,M,,M,,,14.0,,52,
-61.38,66.65,CAPE DYER,2400650,2015-07-16,2015,7,16,,4.1,,0.2,,2.2,,15.8,,0.0,,,M,,M,,M,,,17.0,,52,
-61.38,66.65,CAPE DYER,2400650,2015-07-17,2015,7,17,,7.4,,2.1,,4.8,,13.2,,0.0,,,M,,M,,M,,,18.0,,43,
-61.38,66.65,CAPE DYER,2400650,2015-07-18,2015,7,18,,12.5,,6.8,,9.7,,8.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-19,2015,7,19,,9.2,,3.7,,6.5,,11.5,,0.0,,,M,,M,,M,,,36.0,,56,
-61.38,66.65,CAPE DYER,2400650,2015-07-20,2015,7,20,,8.3,,4.4,,6.4,,11.6,,0.0,,,M,,M,,M,,,34.0,,43,
-61.38,66.65,CAPE DYER,2400650,2015-07-21,2015,7,21,,8.0,,4.9,,6.5,,11.5,,0.0,,,M,,M,,M,,,35.0,,43,
-61.38,66.65,CAPE DYER,2400650,2015-07-22,2015,7,22,,11.0,,6.2,,8.6,,9.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-24,2015,7,24,,11.3,,6.1,,8.7,,9.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-25,2015,7,25,,12.1,,2.1,,7.1,,10.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-26,2015,7,26,,4.4,,-2.1,,1.2,,16.8,,0.0,,,M,,M,,M,,,31.0,,41,
-61.38,66.65,CAPE DYER,2400650,2015-07-27,2015,7,27,,7.2,,-2.7,,2.3,,15.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-28,2015,7,28,,10.0,,6.7,,8.4,,9.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-07-29,2015,7,29,,9.5,,3.6,,6.6,,11.4,,0.0,,,M,,M,,M,,,22.0,,39,
-61.38,66.65,CAPE DYER,2400650,2015-07-30,2015,7,30,,4.7,,0.6,,2.7,,15.3,,0.0,,,M,,M,,M,,,22.0,,41,
-61.38,66.65,CAPE DYER,2400650,2015-07-31,2015,7,31,,0.9,,-0.1,,0.4,,17.6,,0.0,,,M,,M,,M,,,20.0,,48,
-61.38,66.65,CAPE DYER,2400650,2015-08-01,2015,8,1,,3.9,,0.0,,2.0,,16.0,,0.0,,,M,,M,,M,,,19.0,,56,
-61.38,66.65,CAPE DYER,2400650,2015-08-02,2015,8,2,,6.1,,2.1,,4.1,,13.9,,0.0,,,M,,M,,M,,,20.0,,59,
-61.38,66.65,CAPE DYER,2400650,2015-08-03,2015,8,3,,3.7,,1.8,,2.8,,15.2,,0.0,,,M,,M,,M,,,21.0,,33,
-61.38,66.65,CAPE DYER,2400650,2015-08-04,2015,8,4,,3.8,,1.7,,2.8,,15.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-08-05,2015,8,5,,7.2,E,1.7,E,4.5,E,13.5,E,0.0,E,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-08-08,2015,8,8,,12.9,,0.5,,6.7,,11.3,,0.0,,,M,,M,,M,,,26.0,,48,
-61.38,66.65,CAPE DYER,2400650,2015-08-09,2015,8,9,,6.4,,-1.2,,2.6,,15.4,,0.0,,,M,,M,,M,,,35.0,,50,
-61.38,66.65,CAPE DYER,2400650,2015-08-10,2015,8,10,,3.4,,-3.5,,-0.1,,18.1,,0.0,,,M,,M,,M,,,34.0,,63,
-61.38,66.65,CAPE DYER,2400650,2015-08-11,2015,8,11,,0.1,,-3.4,,-1.7,,19.7,,0.0,,,M,,M,,M,,,36.0,,61,
-61.38,66.65,CAPE DYER,2400650,2015-08-12,2015,8,12,,4.0,,-1.2,,1.4,,16.6,,0.0,,,M,,M,,M,,,21.0,,41,
-61.38,66.65,CAPE DYER,2400650,2015-08-13,2015,8,13,,6.3,,1.6,,4.0,,14.0,,0.0,,,M,,M,,M,,,20.0,,56,
-61.38,66.65,CAPE DYER,2400650,2015-08-14,2015,8,14,,7.4,,0.0,,3.7,,14.3,,0.0,,,M,,M,,M,,,20.0,,74,
-61.38,66.65,CAPE DYER,2400650,2015-08-15,2015,8,15,,6.9,,2.9,,4.9,,13.1,,0.0,,,M,,M,,M,,,21.0,,50,
-61.38,66.65,CAPE DYER,2400650,2015-08-16,2015,8,16,,5.5,,2.8,,4.2,,13.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-08-17,2015,8,17,,6.2,,2.9,,4.6,,13.4,,0.0,,,M,,M,,M,,,21.0,,48,
-61.38,66.65,CAPE DYER,2400650,2015-08-18,2015,8,18,,5.4,,0.6,,3.0,,15.0,,0.0,,,M,,M,,M,,,20.0,,50,
-61.38,66.65,CAPE DYER,2400650,2015-08-19,2015,8,19,,4.0,,-1.4,,1.3,,16.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-08-20,2015,8,20,,2.8,,-1.4,,0.7,,17.3,,0.0,,,M,,M,,M,,,33.0,,41,
-61.38,66.65,CAPE DYER,2400650,2015-08-21,2015,8,21,,2.1,,-0.8,,0.7,,17.3,,0.0,,,M,,M,,M,,,35.0,,63,
-61.38,66.65,CAPE DYER,2400650,2015-08-22,2015,8,22,,3.5,,-0.3,,1.6,,16.4,,0.0,,,M,,M,,M,,,1.0,,44,
-61.38,66.65,CAPE DYER,2400650,2015-08-23,2015,8,23,,4.3,,-2.9,,0.7,,17.3,,0.0,,,M,,M,,M,,,35.0,,44,
-61.38,66.65,CAPE DYER,2400650,2015-08-24,2015,8,24,,3.7,,-2.7,,0.5,,17.5,,0.0,,,M,,M,,M,,,1.0,,39,
-61.38,66.65,CAPE DYER,2400650,2015-08-25,2015,8,25,,0.1,,-4.3,,-2.1,,20.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-08-26,2015,8,26,,-1.4,,-3.6,,-2.5,,20.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-08-27,2015,8,27,,2.2,,-1.8,,0.2,,17.8,,0.0,,,M,,M,,M,,,17.0,,37,
-61.38,66.65,CAPE DYER,2400650,2015-08-28,2015,8,28,,2.2,,-0.7,,0.8,,17.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-08-29,2015,8,29,,0.1,,-2.9,,-1.4,,19.4,,0.0,,,M,,M,,M,,,36.0,,70,
-61.38,66.65,CAPE DYER,2400650,2015-08-30,2015,8,30,,-1.1,,-3.1,,-2.1,,20.1,,0.0,,,M,,M,,M,,,36.0,,82,
-61.38,66.65,CAPE DYER,2400650,2015-08-31,2015,8,31,,-2.8,,-3.6,,-3.2,,21.2,,0.0,,,M,,M,,M,,,1.0,,83,
-61.38,66.65,CAPE DYER,2400650,2015-09-01,2015,9,1,,-0.9,,-3.6,,-2.3,,20.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-09-02,2015,9,2,,3.4,,-1.0,,1.2,,16.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-09-03,2015,9,3,,2.6,,-1.1,,0.8,,17.2,,0.0,,,M,,M,,M,,,1.0,,32,
-61.38,66.65,CAPE DYER,2400650,2015-09-04,2015,9,4,,-0.1,,-4.1,,-2.1,,20.1,,0.0,,,M,,M,,M,,,35.0,,65,
-61.38,66.65,CAPE DYER,2400650,2015-09-05,2015,9,5,,0.3,,-4.6,,-2.2,,20.2,,0.0,,,M,,M,,M,,,36.0,,72,
-61.38,66.65,CAPE DYER,2400650,2015-09-06,2015,9,6,,-1.5,,-3.3,,-2.4,,20.4,,0.0,,,M,,M,,M,,,1.0,,107,
-61.38,66.65,CAPE DYER,2400650,2015-09-07,2015,9,7,,-0.9,,-3.4,,-2.2,,20.2,,0.0,,,M,,M,,M,,,36.0,,100,
-61.38,66.65,CAPE DYER,2400650,2015-09-08,2015,9,8,,0.6,,-2.5,,-1.0,,19.0,,0.0,,,M,,M,,M,,,33.0,,76,
-61.38,66.65,CAPE DYER,2400650,2015-09-09,2015,9,9,,2.3,,-3.0,,-0.4,,18.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-09-10,2015,9,10,,-1.1,,-3.8,,-2.5,,20.5,,0.0,,,M,,M,,M,,,33.0,,39,
-61.38,66.65,CAPE DYER,2400650,2015-09-11,2015,9,11,,2.8,,-2.4,,0.2,,17.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-09-12,2015,9,12,,3.7,,-1.6,,1.1,,16.9,,0.0,,,M,,M,,M,,,22.0,,44,
-61.38,66.65,CAPE DYER,2400650,2015-09-13,2015,9,13,,1.2,,-3.2,,-1.0,,19.0,,0.0,,,M,,M,,M,,,26.0,,122,
-61.38,66.65,CAPE DYER,2400650,2015-09-14,2015,9,14,,-0.2,,-1.9,,-1.1,,19.1,,0.0,,,M,,M,,M,,,19.0,,104,
-61.38,66.65,CAPE DYER,2400650,2015-09-15,2015,9,15,,2.6,,-1.2,,0.7,,17.3,,0.0,,,M,,M,,M,,,19.0,,87,
-61.38,66.65,CAPE DYER,2400650,2015-09-16,2015,9,16,,2.0,,-0.6,,0.7,,17.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-09-17,2015,9,17,,-0.3,,-3.2,,-1.8,,19.8,,0.0,,,M,,M,,M,,,34.0,,56,
-61.38,66.65,CAPE DYER,2400650,2015-09-18,2015,9,18,,-2.2,,-6.0,,-4.1,,22.1,,0.0,,,M,,M,,M,,,1.0,,63,
-61.38,66.65,CAPE DYER,2400650,2015-09-19,2015,9,19,,-5.4,,-6.5,,-6.0,,24.0,,0.0,,,M,,M,,M,,,32.0,,33,
-61.38,66.65,CAPE DYER,2400650,2015-09-20,2015,9,20,,-3.4,,-7.6,,-5.5,,23.5,,0.0,,,M,,M,,M,,,1.0,,48,
-61.38,66.65,CAPE DYER,2400650,2015-09-21,2015,9,21,,-2.8,,-6.0,,-4.4,,22.4,,0.0,,,M,,M,,M,,,35.0,,100,
-61.38,66.65,CAPE DYER,2400650,2015-09-22,2015,9,22,,-1.8,,-5.9,,-3.9,,21.9,,0.0,,,M,,M,,M,,,32.0,,43,
-61.38,66.65,CAPE DYER,2400650,2015-09-23,2015,9,23,,-3.9,,-5.9,,-4.9,,22.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-09-24,2015,9,24,,-5.2,,-6.5,,-5.9,,23.9,,0.0,,,M,,M,,M,,,35.0,,109,
-61.38,66.65,CAPE DYER,2400650,2015-09-25,2015,9,25,,-6.0,,-7.4,,-6.7,,24.7,,0.0,,,M,,M,,M,,,36.0,,107,
-61.38,66.65,CAPE DYER,2400650,2015-09-26,2015,9,26,,-6.4,,-8.7,,-7.6,,25.6,,0.0,,,M,,M,,M,,,36.0,,78,
-61.38,66.65,CAPE DYER,2400650,2015-09-27,2015,9,27,,-6.1,,-9.7,,-7.9,,25.9,,0.0,,,M,,M,,M,,,22.0,,74,
-61.38,66.65,CAPE DYER,2400650,2015-09-28,2015,9,28,,-5.7,,-6.8,,-6.3,,24.3,,0.0,,,M,,M,,M,,,20.0,,52,
-61.38,66.65,CAPE DYER,2400650,2015-09-29,2015,9,29,,-5.0,,-7.7,,-6.4,,24.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-09-30,2015,9,30,,-2.7,,-6.0,,-4.4,,22.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-10-01,2015,10,1,,0.5,,-4.0,,-1.8,,19.8,,0.0,,,M,,M,,M,,,25.0,,39,
-61.38,66.65,CAPE DYER,2400650,2015-10-02,2015,10,2,,4.5,,-3.9,,0.3,,17.7,,0.0,,,M,,M,,M,,,27.0,,57,
-61.38,66.65,CAPE DYER,2400650,2015-10-03,2015,10,3,,-3.0,,-6.3,,-4.7,,22.7,,0.0,,,M,,M,,M,,,21.0,,43,
-61.38,66.65,CAPE DYER,2400650,2015-10-04,2015,10,4,,-5.7,,-8.9,,-7.3,,25.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-10-05,2015,10,5,,-7.4,,-9.5,,-8.5,,26.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2015-10-06,2015,10,6,,-7.7,,-9.7,,-8.7,,26.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-07,2015,10,7,,-8.0,,-10.1,,-9.1,,27.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-08,2015,10,8,,-7.7,,-10.1,,-8.9,,26.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-09,2015,10,9,,-7.1,,-8.6,,-7.9,,25.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-10,2015,10,10,,-3.7,,-7.1,,-5.4,,23.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-11,2015,10,11,,-3.6,,-6.7,,-5.2,,23.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-12,2015,10,12,,-4.0,,-5.4,,-4.7,,22.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-13,2015,10,13,,-4.6,,-7.5,,-6.1,,24.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-14,2015,10,14,,-5.2,,-11.5,,-8.4,,26.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-15,2015,10,15,,-6.2,,-11.5,,-8.9,,26.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-16,2015,10,16,,-5.8,,-10.0,,-7.9,,25.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-17,2015,10,17,,-8.1,,-10.8,,-9.5,,27.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-18,2015,10,18,,-9.2,,-11.5,,-10.4,,28.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-19,2015,10,19,,-10.0,,-11.6,,-10.8,,28.8,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-20,2015,10,20,,-9.0,,-11.4,,-10.2,,28.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-21,2015,10,21,,-7.6,,-12.8,,-10.2,,28.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-22,2015,10,22,,-9.5,,-12.7,,-11.1,,29.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-23,2015,10,23,,-10.1,,-12.0,,-11.1,,29.1,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-24,2015,10,24,,-6.4,,-12.8,,-9.6,,27.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-25,2015,10,25,,-5.2,,-10.5,,-7.9,,25.9,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-26,2015,10,26,,-10.4,,-18.9,,-14.7,,32.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-27,2015,10,27,,-11.6,,-17.8,,-14.7,,32.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-28,2015,10,28,,-11.3,,-14.6,,-13.0,,31.0,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-29,2015,10,29,,-11.3,,-14.0,,-12.7,,30.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-30,2015,10,30,,-10.3,,-12.4,,-11.4,,29.4,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-10-31,2015,10,31,,-10.3,,-14.0,,-12.2,,30.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-11-01,2015,11,1,,-12.8,,-14.4,,-13.6,,31.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-11-02,2015,11,2,,-12.6,,-14.8,,-13.7,,31.7,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-11-03,2015,11,3,,-12.8,,-14.4,,-13.6,,31.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-11-04,2015,11,4,,-11.2,,-13.2,,-12.2,,30.2,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-11-05,2015,11,5,,-11.6,,-15.4,,-13.5,,31.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-11-06,2015,11,6,,-12.0,,-15.2,,-13.6,,31.6,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-11-07,2015,11,7,,-12.9,,-14.0,,-13.5,,31.5,,0.0,,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2015-11-08,2015,11,8,,-13.4,,-16.7,,-15.1,,33.1,,0.0,,,M,,M,,M,,,,M,,M
