Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-61.38,66.65,CAPE DYER,2400650,2012-03-03,2012,3,3,,-28.6,,-31.8,,-30.2,,48.2,,0.0,,,M,,M,,M,,,1.0,,61,
-61.38,66.65,CAPE DYER,2400650,2012-03-04,2012,3,4,,-28.7,,-32.1,,-30.4,,48.4,,0.0,,,M,,M,,M,,,1.0,,57,
-61.38,66.65,CAPE DYER,2400650,2012-03-05,2012,3,5,,-28.2,,-31.7,,-30.0,,48.0,,0.0,,,M,,M,,M,,,31.0,,56,
-61.38,66.65,CAPE DYER,2400650,2012-03-06,2012,3,6,,-26.6,,-33.3,,-30.0,,48.0,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-03-07,2012,3,7,,-26.6,,-32.4,,-29.5,,47.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-03-09,2012,3,9,,-29.5,,-35.9,,-32.7,,50.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-03-10,2012,3,10,,-27.3,,-32.9,,-30.1,,48.1,,0.0,,,M,,M,,M,,,35.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-03-11,2012,3,11,,-25.2,,-29.2,,-27.2,,45.2,,0.0,,,M,,M,,M,,,20.0,,33,
-61.38,66.65,CAPE DYER,2400650,2012-03-12,2012,3,12,,-25.3,,-28.7,,-27.0,,45.0,,0.0,,,M,,M,,M,,,36.0,,106,
-61.38,66.65,CAPE DYER,2400650,2012-03-13,2012,3,13,,-24.0,,-28.4,,-26.2,,44.2,,0.0,,,M,,M,,M,,,36.0,,95,
-61.38,66.65,CAPE DYER,2400650,2012-03-14,2012,3,14,,-17.7,,-24.6,,-21.2,,39.2,,0.0,,,M,,M,,M,,,21.0,,32,
-61.38,66.65,CAPE DYER,2400650,2012-03-15,2012,3,15,,-15.0,,-23.5,,-19.3,,37.3,,0.0,,,M,,M,,M,,,20.0,,83,
-61.38,66.65,CAPE DYER,2400650,2012-03-16,2012,3,16,,-9.6,,-16.9,,-13.3,,31.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-03-17,2012,3,17,,-12.9,,-18.2,,-15.6,,33.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-03-18,2012,3,18,,-18.1,,-25.6,,-21.9,,39.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-03-19,2012,3,19,,-24.4,,-31.9,,-28.2,,46.2,,0.0,,,M,,M,,M,,,35.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-03-20,2012,3,20,,-19.7,,-28.0,,-23.9,,41.9,,0.0,,,M,,M,,M,,,35.0,,93,
-61.38,66.65,CAPE DYER,2400650,2012-03-21,2012,3,21,,-19.9,,-24.4,,-22.2,,40.2,,0.0,,,M,,M,,M,,,20.0,,46,
-61.38,66.65,CAPE DYER,2400650,2012-03-22,2012,3,22,,-16.8,,-22.5,,-19.7,,37.7,,0.0,,,M,,M,,M,,,19.0,,39,
-61.38,66.65,CAPE DYER,2400650,2012-03-23,2012,3,23,,-14.0,,-19.6,,-16.8,,34.8,,0.0,,,M,,M,,M,,,4.0,,48,
-61.38,66.65,CAPE DYER,2400650,2012-03-24,2012,3,24,,-16.4,,-21.8,,-19.1,,37.1,,0.0,,,M,,M,,M,,,34.0,,80,
-61.38,66.65,CAPE DYER,2400650,2012-03-25,2012,3,25,,-16.0,,-22.2,,-19.1,,37.1,,0.0,,,M,,M,,M,,,35.0,,70,
-61.38,66.65,CAPE DYER,2400650,2012-03-26,2012,3,26,,-19.6,,-24.5,,-22.1,,40.1,,0.0,,,M,,M,,M,,,34.0,,69,
-61.38,66.65,CAPE DYER,2400650,2012-03-27,2012,3,27,,-20.4,,-23.8,,-22.1,,40.1,,0.0,,,M,,M,,M,,,31.0,,35,
-61.38,66.65,CAPE DYER,2400650,2012-03-28,2012,3,28,,-20.2,,-24.3,,-22.3,,40.3,,0.0,,,M,,M,,M,,,36.0,,33,
-61.38,66.65,CAPE DYER,2400650,2012-03-29,2012,3,29,,-16.1,,-23.4,,-19.8,,37.8,,0.0,,,M,,M,,M,,,4.0,,48,
-61.38,66.65,CAPE DYER,2400650,2012-03-30,2012,3,30,,-15.0,,-21.5,,-18.3,,36.3,,0.0,,,M,,M,,M,,,1.0,,82,
-61.38,66.65,CAPE DYER,2400650,2012-03-31,2012,3,31,,-10.7,,-18.8,,-14.8,,32.8,,0.0,,,M,,M,,M,,,36.0,,102,
-61.38,66.65,CAPE DYER,2400650,2012-04-01,2012,4,1,,-7.6,,-15.3,,-11.5,,29.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-04-02,2012,4,2,,-5.1,,-9.5,,-7.3,,25.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-04-03,2012,4,3,,-7.8,,-14.0,,-10.9,,28.9,,0.0,,,M,,M,,M,,,4.0,,41,
-61.38,66.65,CAPE DYER,2400650,2012-04-04,2012,4,4,,-11.4,,-15.4,,-13.4,,31.4,,0.0,,,M,,M,,M,,,4.0,,63,
-61.38,66.65,CAPE DYER,2400650,2012-04-05,2012,4,5,,-8.2,,-14.5,,-11.4,,29.4,,0.0,,,M,,M,,M,,,36.0,,91,
-61.38,66.65,CAPE DYER,2400650,2012-04-06,2012,4,6,,-6.5,,-13.3,,-9.9,,27.9,,0.0,,,M,,M,,M,,,36.0,,96,
-61.38,66.65,CAPE DYER,2400650,2012-04-07,2012,4,7,,-7.4,,-12.3,,-9.9,,27.9,,0.0,,,M,,M,,M,,,35.0,,35,
-61.38,66.65,CAPE DYER,2400650,2012-04-08,2012,4,8,,-11.2,,-15.1,,-13.2,,31.2,,0.0,,,M,,M,,M,,,22.0,,39,
-61.38,66.65,CAPE DYER,2400650,2012-04-09,2012,4,9,,-11.7,,-21.0,,-16.4,,34.4,,0.0,,,M,,M,,M,,,1.0,,39,
-61.38,66.65,CAPE DYER,2400650,2012-04-10,2012,4,10,,-18.8,,-23.5,,-21.2,,39.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-04-11,2012,4,11,,-20.0,,-24.1,,-22.1,,40.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-04-12,2012,4,12,,-18.2,,-24.1,,-21.2,,39.2,,0.0,,,M,,M,,M,,,20.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-04-13,2012,4,13,,-13.8,,-19.3,,-16.6,,34.6,,0.0,,,M,,M,,M,,,20.0,,35,
-61.38,66.65,CAPE DYER,2400650,2012-04-14,2012,4,14,,-11.8,,-19.0,,-15.4,,33.4,,0.0,,,M,,M,,M,,,4.0,,61,
-61.38,66.65,CAPE DYER,2400650,2012-04-15,2012,4,15,,-13.6,,-16.1,,-14.9,,32.9,,0.0,,,M,,M,,M,,,1.0,,69,
-61.38,66.65,CAPE DYER,2400650,2012-04-16,2012,4,16,,-13.7,,-16.7,,-15.2,,33.2,,0.0,,,M,,M,,M,,,2.0,,50,
-61.38,66.65,CAPE DYER,2400650,2012-04-17,2012,4,17,,-12.1,,-16.2,,-14.2,,32.2,,0.0,,,M,,M,,M,,,2.0,,35,
-61.38,66.65,CAPE DYER,2400650,2012-04-18,2012,4,18,,-9.6,,-16.7,,-13.2,,31.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-04-19,2012,4,19,,-16.3,,-18.0,,-17.2,,35.2,,0.0,,,M,,M,,M,,,20.0,,35,
-61.38,66.65,CAPE DYER,2400650,2012-04-20,2012,4,20,,-16.8,,-19.3,,-18.1,,36.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-04-21,2012,4,21,,-15.1,,-20.1,,-17.6,,35.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-04-22,2012,4,22,,-14.3,,-20.5,,-17.4,,35.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-04-23,2012,4,23,,-17.5,,-20.2,,-18.9,,36.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-04-24,2012,4,24,,-15.7,,-21.2,,-18.5,,36.5,,0.0,,,M,,M,,M,,,2.0,,32,
-61.38,66.65,CAPE DYER,2400650,2012-04-25,2012,4,25,,-14.5,,-19.5,,-17.0,,35.0,,0.0,,,M,,M,,M,,,21.0,,54,
-61.38,66.65,CAPE DYER,2400650,2012-04-26,2012,4,26,,-13.6,,-17.0,,-15.3,,33.3,,0.0,,,M,,M,,M,,,4.0,,72,
-61.38,66.65,CAPE DYER,2400650,2012-04-27,2012,4,27,,-13.7,,-17.9,,-15.8,,33.8,,0.0,,,M,,M,,M,,,35.0,,100,
-61.38,66.65,CAPE DYER,2400650,2012-04-28,2012,4,28,,-12.5,,-18.6,,-15.6,,33.6,,0.0,,,M,,M,,M,,,36.0,,54,
-61.38,66.65,CAPE DYER,2400650,2012-04-29,2012,4,29,,-13.5,,-18.4,,-16.0,,34.0,,0.0,,,M,,M,,M,,,1.0,,83,
-61.38,66.65,CAPE DYER,2400650,2012-04-30,2012,4,30,,-7.5,,-17.1,,-12.3,,30.3,,0.0,,,M,,M,,M,,,2.0,,54,
-61.38,66.65,CAPE DYER,2400650,2012-05-01,2012,5,1,,-1.2,,-7.8,,-4.5,,22.5,,0.0,,,M,,M,,M,,,22.0,,69,
-61.38,66.65,CAPE DYER,2400650,2012-05-02,2012,5,2,,1.1,,-7.5,,-3.2,,21.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-03,2012,5,3,,-0.6,,-7.5,,-4.1,,22.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-04,2012,5,4,,0.2,,-6.5,,-3.2,,21.2,,0.0,,,M,,M,,M,,,21.0,,59,
-61.38,66.65,CAPE DYER,2400650,2012-05-05,2012,5,5,,-1.1,,-4.6,,-2.9,,20.9,,0.0,,,M,,M,,M,,,21.0,,35,
-61.38,66.65,CAPE DYER,2400650,2012-05-06,2012,5,6,,-0.9,,-5.5,,-3.2,,21.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-07,2012,5,7,,0.5,,-6.6,,-3.1,,21.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-08,2012,5,8,,-0.2,,-6.9,,-3.6,,21.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-09,2012,5,9,,-2.2,,-8.3,,-5.3,,23.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-10,2012,5,10,,-5.3,,-10.6,,-8.0,,26.0,,0.0,,,M,,M,,M,,,36.0,,35,
-61.38,66.65,CAPE DYER,2400650,2012-05-11,2012,5,11,,-6.0,,-9.5,,-7.8,,25.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-12,2012,5,12,,-2.5,,-8.2,,-5.4,,23.4,,0.0,,,M,,M,,M,,,2.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-05-13,2012,5,13,,-2.7,,-6.4,,-4.6,,22.6,,0.0,,,M,,M,,M,,,22.0,,59,
-61.38,66.65,CAPE DYER,2400650,2012-05-14,2012,5,14,,-5.9,,-10.2,,-8.1,,26.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-15,2012,5,15,,-8.5,,-11.0,,-9.8,,27.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-16,2012,5,16,,-3.3,,-11.0,,-7.2,,25.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-17,2012,5,17,,-6.5,,-10.8,,-8.7,,26.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-18,2012,5,18,,-9.1,,-11.1,,-10.1,,28.1,,0.0,,,M,,M,,M,,,1.0,E,48,E
-61.38,66.65,CAPE DYER,2400650,2012-05-19,2012,5,19,,-7.6,,-12.0,,-9.8,,27.8,,0.0,,,M,,M,,M,,,2.0,,39,
-61.38,66.65,CAPE DYER,2400650,2012-05-20,2012,5,20,,-5.6,,-11.8,,-8.7,,26.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-21,2012,5,21,,-7.6,,-10.0,,-8.8,,26.8,,0.0,,,M,,M,,M,,,20.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-05-22,2012,5,22,,-5.6,,-9.3,,-7.5,,25.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-23,2012,5,23,,-6.2,,-9.3,,-7.8,,25.8,,0.0,,,M,,M,,M,,,1.0,,43,
-61.38,66.65,CAPE DYER,2400650,2012-05-24,2012,5,24,,-8.2,,-9.8,,-9.0,,27.0,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-25,2012,5,25,,-6.0,,-9.8,,-7.9,,25.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-26,2012,5,26,,-8.4,,-10.7,,-9.6,,27.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-27,2012,5,27,,-5.9,,-8.9,,-7.4,,25.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-05-28,2012,5,28,,-3.3,E,-7.4,E,-5.4,E,23.4,E,0.0,E,,M,,M,,M,,,,M,,M
-61.38,66.65,CAPE DYER,2400650,2012-05-29,2012,5,29,,2.4,,-2.2,,0.1,,17.9,,0.0,,,M,,M,,M,,,2.0,,52,
-61.38,66.65,CAPE DYER,2400650,2012-05-30,2012,5,30,,1.9,,-1.9,,0.0,,18.0,,0.0,,,M,,M,,M,,,20.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-05-31,2012,5,31,,10.7,,1.0,,5.9,,12.1,,0.0,,,M,,M,,M,,,1.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-06-01,2012,6,1,,4.1,,0.0,,2.1,,15.9,,0.0,,,M,,M,,M,,,22.0,,59,
-61.38,66.65,CAPE DYER,2400650,2012-06-02,2012,6,2,,6.8,,1.1,,4.0,,14.0,,0.0,,,M,,M,,M,,,20.0,,74,
-61.38,66.65,CAPE DYER,2400650,2012-06-03,2012,6,3,,13.7,,4.6,,9.2,,8.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-06-04,2012,6,4,,16.6,,9.1,,12.9,,5.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-06-05,2012,6,5,,10.6,,0.4,,5.5,,12.5,,0.0,,,M,,M,,M,,,36.0,,32,
-61.38,66.65,CAPE DYER,2400650,2012-06-06,2012,6,6,,3.3,,-1.6,,0.9,,17.1,,0.0,,,M,,M,,M,,,1.0,,33,
-61.38,66.65,CAPE DYER,2400650,2012-06-07,2012,6,7,,0.6,,-1.7,,-0.6,,18.6,,0.0,,,M,,M,,M,,,21.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-06-08,2012,6,8,,-0.8,,-3.9,,-2.4,,20.4,,0.0,,,M,,M,,M,,,21.0,,52,
-61.38,66.65,CAPE DYER,2400650,2012-06-09,2012,6,9,,-0.5,,-2.7,,-1.6,,19.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-06-10,2012,6,10,,-1.0,,-2.2,,-1.6,,19.6,,0.0,,,M,,M,,M,,,19.0,,59,
-61.38,66.65,CAPE DYER,2400650,2012-06-11,2012,6,11,,-1.2,,-2.3,,-1.8,,19.8,,0.0,,,M,,M,,M,,,16.0,,43,
-61.38,66.65,CAPE DYER,2400650,2012-06-12,2012,6,12,,1.2,,-2.3,,-0.6,,18.6,,0.0,,,M,,M,,M,,,19.0,,70,
-61.38,66.65,CAPE DYER,2400650,2012-06-13,2012,6,13,,-1.2,,-2.5,,-1.9,,19.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-06-14,2012,6,14,,5.0,,-2.3,,1.4,,16.6,,0.0,,,M,,M,,M,,,22.0,,78,
-61.38,66.65,CAPE DYER,2400650,2012-06-15,2012,6,15,,10.5,,1.8,,6.2,,11.8,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-06-16,2012,6,16,,12.8,,6.4,,9.6,,8.4,,0.0,,,M,,M,,M,,,20.0,,32,
-61.38,66.65,CAPE DYER,2400650,2012-06-17,2012,6,17,,9.8,,6.7,,8.3,,9.7,,0.0,,,M,,M,,M,,,2.0,,50,
-61.38,66.65,CAPE DYER,2400650,2012-06-18,2012,6,18,,9.5,,4.4,,7.0,,11.0,,0.0,,,M,,M,,M,,,20.0,,78,
-61.38,66.65,CAPE DYER,2400650,2012-06-19,2012,6,19,,7.2,,1.7,,4.5,,13.5,,0.0,,,M,,M,,M,,,20.0,,69,
-61.38,66.65,CAPE DYER,2400650,2012-06-20,2012,6,20,,10.2,,4.9,,7.6,,10.4,,0.0,,,M,,M,,M,,,21.0,,39,
-61.38,66.65,CAPE DYER,2400650,2012-06-21,2012,6,21,,5.4,,-0.1,,2.7,,15.3,,0.0,,,M,,M,,M,,,1.0,,46,
-61.38,66.65,CAPE DYER,2400650,2012-06-22,2012,6,22,,4.9,,0.5,,2.7,,15.3,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-06-23,2012,6,23,,10.2,,4.2,,7.2,,10.8,,0.0,,,M,,M,,M,,,20.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-06-24,2012,6,24,,10.8,,4.8,,7.8,,10.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-06-25,2012,6,25,,14.3,,7.5,,10.9,,7.1,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-06-26,2012,6,26,,13.8,,7.4,,10.6,,7.4,,0.0,,,M,,M,,M,,,21.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-06-27,2012,6,27,,13.6,,7.7,,10.7,,7.3,,0.0,,,M,,M,,M,,,20.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-06-29,2012,6,29,,9.8,,6.7,,8.3,,9.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-06-30,2012,6,30,,12.1,,6.6,,9.4,,8.6,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-01,2012,7,1,,15.1,,7.8,,11.5,,6.5,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-02,2012,7,2,,10.5,,4.3,,7.4,,10.6,,0.0,,,M,,M,,M,,,2.0,,46,
-61.38,66.65,CAPE DYER,2400650,2012-07-03,2012,7,3,,4.8,,2.3,,3.6,,14.4,,0.0,,,M,,M,,M,,,20.0,,48,
-61.38,66.65,CAPE DYER,2400650,2012-07-04,2012,7,4,,4.3,,2.2,,3.3,,14.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-05,2012,7,5,,5.0,,2.1,,3.6,,14.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-06,2012,7,6,,8.1,,2.4,,5.3,,12.7,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-07,2012,7,7,,11.0,,2.2,,6.6,,11.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-08,2012,7,8,,5.6,,1.6,,3.6,,14.4,,0.0,,,M,,M,,M,,,1.0,,65,
-61.38,66.65,CAPE DYER,2400650,2012-07-09,2012,7,9,,6.2,,2.4,,4.3,,13.7,,0.0,,,M,,M,,M,,,1.0,,54,
-61.38,66.65,CAPE DYER,2400650,2012-07-10,2012,7,10,,9.9,,4.4,,7.2,,10.8,,0.0,,,M,,M,,M,,,20.0,,52,
-61.38,66.65,CAPE DYER,2400650,2012-07-11,2012,7,11,,9.1,,5.0,,7.1,,10.9,,0.0,,,M,,M,,M,,,18.0,,35,
-61.38,66.65,CAPE DYER,2400650,2012-07-12,2012,7,12,,12.6,,7.6,,10.1,,7.9,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-13,2012,7,13,,13.8,,9.8,,11.8,,6.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-14,2012,7,14,,12.7,,7.6,,10.2,,7.8,,0.0,,,M,,M,,M,,,31.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-07-15,2012,7,15,,8.8,,5.2,,7.0,,11.0,,0.0,,,M,,M,,M,,,1.0,,41,
-61.38,66.65,CAPE DYER,2400650,2012-07-16,2012,7,16,,10.1,,5.6,,7.9,,10.1,,0.0,,,M,,M,,M,,,36.0,,39,
-61.38,66.65,CAPE DYER,2400650,2012-07-17,2012,7,17,,9.6,,4.2,,6.9,,11.1,,0.0,,,M,,M,,M,,,4.0,,43,
-61.38,66.65,CAPE DYER,2400650,2012-07-18,2012,7,18,,13.1,,4.0,,8.6,,9.4,,0.0,,,M,,M,,M,,,1.0,,41,
-61.38,66.65,CAPE DYER,2400650,2012-07-19,2012,7,19,,16.4,,8.3,,12.4,,5.6,,0.0,,,M,,M,,M,,,35.0,,35,
-61.38,66.65,CAPE DYER,2400650,2012-07-20,2012,7,20,,11.6,,6.6,,9.1,,8.9,,0.0,,,M,,M,,M,,,36.0,,52,
-61.38,66.65,CAPE DYER,2400650,2012-07-21,2012,7,21,,9.4,,4.9,,7.2,,10.8,,0.0,,,M,,M,,M,,,35.0,,46,
-61.38,66.65,CAPE DYER,2400650,2012-07-22,2012,7,22,,7.0,E,2.7,E,4.9,E,13.1,E,0.0,E,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-23,2012,7,23,,9.1,E,3.5,E,6.3,E,11.7,E,0.0,E,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-24,2012,7,24,,9.0,,5.0,,7.0,,11.0,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-25,2012,7,25,,10.7,,3.9,,7.3,,10.7,,0.0,,,M,,M,,M,,,1.0,,61,
-61.38,66.65,CAPE DYER,2400650,2012-07-26,2012,7,26,,7.6,,2.6,,5.1,,12.9,,0.0,,,M,,M,,M,,,11.0,,69,
-61.38,66.65,CAPE DYER,2400650,2012-07-27,2012,7,27,,10.1,,3.8,,7.0,,11.0,,0.0,,,M,,M,,M,,,21.0,,46,
-61.38,66.65,CAPE DYER,2400650,2012-07-28,2012,7,28,,9.5,,2.7,,6.1,,11.9,,0.0,,,M,,M,,M,,,21.0,,57,
-61.38,66.65,CAPE DYER,2400650,2012-07-29,2012,7,29,,8.3,,1.5,,4.9,,13.1,,0.0,,,M,,M,,M,,,20.0,,52,
-61.38,66.65,CAPE DYER,2400650,2012-07-30,2012,7,30,,8.0,,3.5,,5.8,,12.2,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-07-31,2012,7,31,,5.8,,2.7,,4.3,,13.7,,0.0,,,M,,M,,M,,,19.0,,65,
-61.38,66.65,CAPE DYER,2400650,2012-08-01,2012,8,1,,6.3,,0.5,,3.4,,14.6,,0.0,,,M,,M,,M,,,1.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-08-02,2012,8,2,,4.7,,0.8,,2.8,,15.2,,0.0,,,M,,M,,M,,,21.0,,63,
-61.38,66.65,CAPE DYER,2400650,2012-08-03,2012,8,3,,8.0,,3.0,,5.5,,12.5,,0.0,,,M,,M,,M,,,22.0,,52,
-61.38,66.65,CAPE DYER,2400650,2012-08-04,2012,8,4,,6.5,,3.8,,5.2,,12.8,,0.0,,,M,,M,,M,,,34.0,,57,
-61.38,66.65,CAPE DYER,2400650,2012-08-05,2012,8,5,,6.7,,2.6,,4.7,,13.3,,0.0,,,M,,M,,M,,,21.0,,57,
-61.38,66.65,CAPE DYER,2400650,2012-08-06,2012,8,6,,7.0,,2.5,,4.8,,13.2,,0.0,,,M,,M,,M,,,21.0,,56,
-61.38,66.65,CAPE DYER,2400650,2012-08-07,2012,8,7,,8.2,,2.3,,5.3,,12.7,,0.0,,,M,,M,,M,,,3.0,,32,
-61.38,66.65,CAPE DYER,2400650,2012-08-08,2012,8,8,,4.0,,-0.5,,1.8,,16.2,,0.0,,,M,,M,,M,,,36.0,,52,
-61.38,66.65,CAPE DYER,2400650,2012-08-09,2012,8,9,,6.1,,-1.7,,2.2,,15.8,,0.0,,,M,,M,,M,,,35.0,,52,
-61.38,66.65,CAPE DYER,2400650,2012-08-10,2012,8,10,,3.6,,-1.6,,1.0,,17.0,,0.0,,,M,,M,,M,,,36.0,,44,
-61.38,66.65,CAPE DYER,2400650,2012-08-11,2012,8,11,,7.0,,3.2,,5.1,,12.9,,0.0,,,M,,M,,M,,,2.0,,33,
-61.38,66.65,CAPE DYER,2400650,2012-08-12,2012,8,12,,8.1,,3.6,,5.9,,12.1,,0.0,,,M,,M,,M,,,20.0,,72,
-61.38,66.65,CAPE DYER,2400650,2012-08-13,2012,8,13,,11.9,,6.1,,9.0,,9.0,,0.0,,,M,,M,,M,,,22.0,,48,
-61.38,66.65,CAPE DYER,2400650,2012-08-14,2012,8,14,,10.2,,5.1,,7.7,,10.3,,0.0,,,M,,M,,M,,,21.0,,39,
-61.38,66.65,CAPE DYER,2400650,2012-08-15,2012,8,15,,13.5,,6.0,,9.8,,8.2,,0.0,,,M,,M,,M,,,2.0,,67,
-61.38,66.65,CAPE DYER,2400650,2012-08-16,2012,8,16,,9.0,,5.5,,7.3,,10.7,,0.0,,,M,,M,,M,,,21.0,,80,
-61.38,66.65,CAPE DYER,2400650,2012-08-17,2012,8,17,,9.9,,7.2,,8.6,,9.4,,0.0,,,M,,M,,M,,,,,<31,
-61.38,66.65,CAPE DYER,2400650,2012-08-18,2012,8,18,,14.5,,5.2,,9.9,,8.1,,0.0,,,M,,M,,M,,,21.0,,61,
-61.38,66.65,CAPE DYER,2400650,2012-08-19,2012,8,19,,5.8,,2.2,,4.0,,14.0,,0.0,,,M,,M,,M,,,2.0,,39,
-61.38,66.65,CAPE DYER,2400650,2012-08-20,2012,8,20,,4.8,,2.0,,3.4,,14.6,,0.0,,,M,,M,,M,,,,,<31,
